ORDER_HEAD_LINE_NO,MTL_NO,CREATED_OBJECT_TYPE,CREATED_OBJECT_ID,CREATED_PROGRAM_ID,CREATION_TIMESTAMP,LAST_UPDATED_OBJECT_TYPE,LAST_UPDATED_OBJECT_ID,LAST_UPDATE_PROGRAM_ID,LAST_UPDATE_TIMESTAMP,DATA_END_STATUS,DATA_END_OBJECT_TYPE,DATA_END_OBJECT_ID,DATA_END_PROGRAM_ID,DATA_END_TIMESTAMP,ARCHIVE_COMPLETED_FLAG,ARCHIVED_EMPLOYEE_NUM,ARCHIVED_TIMESTAMP,ARCHIVE_PROGRAM_ID,OS_STATUS_CD,MTL_SECTION_CD,MTL_STATUS_CD,OPER_FLAG,FAC_OP_CD_N,MAT_PRG_TP,PRD_PRG_TP,ORDER_PRG_TP_CD,BEF_OS_STATUS_CD,MTL_BEF_PROCESS_CD_N,PLATE_EA,MTL_REAL_WEIGHT,MTL_BASE_WEIGHT,MTL_COMPLETE_FLAG,GCS_COMP_CODE,WORKS_CODE,MAT_SHP_TP,RSV_METHOD_TP,RSV_DT,ASSEMBLY,SZ_DIR_FLAG,SZ_PARENT_SLAB_FLAG,PL_PRD_MASTER_CLS,DEPT_LOC_SITE_CD,DEST_SITE_CD,PLT_TE_PIC_QT_REVISE_TP,OVERROLL_CHECK_DATE,OVERROLL_RELEASE_DATE,OVROLL_PASS_YN_FLAG,OP_INDI_ERR_CAU_CD,OVEROLL_CD,MTL_PREVIOUS_NO_SECTION1,MTL_PREVIOUS_NO11,MTL_PREVIOUS_NO12,MTL_PREVIOUS_NO13,MTL_PREVIOUS_NO14,MTL_PREVIOUS_NO15,MTL_PREVIOUS_NO_SECTION2,MTL_PREVIOUS_NO21,MTL_PREVIOUS_NO22,MTL_PREVIOUS_NO23,MTL_PREVIOUS_NO24,MTL_PREVIOUS_NO25,MTL_PREVIOUS_NO26,MTL_PREVIOUS_NO27,MTL_PREVIOUS_NO28,MTL_PREVIOUS_NO29,MTL_PREVIOUS_NO30,PARTITION_KEY,CUST_DELIV_DT,PLT_PDT_ONL_ISP_RSH_IND_TP
01S5470228040,SB45312 021,B,PEEZZ613,C400620522,2022/03/14 14:58:12.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:17:37.044000,,,,,,,,,,DAH,D,2,C,2A1,H,,A,DAH,,2,16332,16332,,01,P,D,,,EFSE00000000U9X,,,,PEF2360,PLB1160,,,,,,,A,SBPB7693 021,,,,,,,,,,,,,,,,P,,
01S5462013010,PC02460801,B,PLC12009,C400620522,2022/03/14 14:33:02.000000,B,PLC12009,C400620522,2022/03/14 14:33:02.000000,,,,,,,,,,PGE,P,2,P,3G1,E,,,,,,4263,4263,,01,P,P,,,EFPJD00000012NN,,,,,,,,,,,,D,SB44773 551,,,,,,,,,,,,,,,,P,,
01S5339408170,SA63163 5111,B,PP104005,C400620522,2022/03/14 14:36:59.000000,B,PEEZZ747,CallSlabOSProgram,2022/03/14 14:37:00.215000,,,,,,,,,,DAH,L,2,C,2A1,J,,,FA1,C2Z11,1,23260,23260,,01,P,L,,,EFSL00000000010,F,,,,,,,,,,,A,SAPB2612 5111,,,,,D,SA63163 511,,,,,,,,,,P,,
01S5460014250,SB45310 041,B,PEEZZ613,C400620522,2022/03/14 14:40:03.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:07:29.184000,,,,,,,,,,DAH,D,2,C,2A1,H,,A,DAH,,1,5172,5172,,01,P,D,,,EFSE000000003B1,,,,PEF2360,PLB1160,,,,,,,A,SBPB7692 041,,,,,,,,,,,,,,,,P,,
01S5460022120,SB45310 041,B,PEEZZ613,C400620522,2022/03/14 14:40:03.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:07:29.228000,,,,,,,,,,DAH,D,2,C,2A1,H,,A,DAH,,2,13290,13290,,01,P,D,,,EFSE000000003B1,,,,PEF2360,PLB1160,,,,,,,A,SBPB7692 041,,,,,,,,,,,,,,,,P,,
01S5452485020,SB45310 042,B,PEEZZ613,C400620522,2022/03/14 14:40:03.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:07:29.548000,,,,,,,,,,DAH,D,2,C,2A1,H,,A,DAH,,2,18550,18550,,01,P,D,,,EFSE000000003B1,,,,PEF2360,PLB1160,,,,,,,A,SBPB7692 042,,,,,,,,,,,,,,,,P,,
01S5462013010,PC02461402,B,PLC12009,C400620522,2022/03/14 15:07:15.000000,B,PLC12009,C400620522,2022/03/14 15:07:15.000000,,,,,,,,,,PGE,P,2,P,3G1,E,,,,,,4263,4263,,01,P,P,,,EFPJD00000012NN,,,,,,,,,,,,D,SB44773 542,,,,,,,,,,,,,,,,P,,
01S5470216040,SB45312 532,B,PEEZZ613,C400620522,2022/03/14 15:14:51.000000,B,PEEZZ613,C400620522,2022/03/14 15:14:51.000000,,,,,,,,,,DAF,D,1,C,2X1,F,,,,,2,18664,18664,,01,P,D,,,EFSA00000000T5G,,,,,,,,,,,,A,SBPB7693 532,,,,,,,,,,,,,,,,P,,
01S5461821030,SB45312 032,B,PEEZZ613,C400620522,2022/03/14 15:06:27.000000,B,PEEZZ613,C400620522,2022/03/14 15:06:27.000000,,,,,,,,,,DAF,D,1,C,2X1,F,,,,,1,7582,7582,,01,P,D,,,EFSA00000000T5G,,,,,,,,,,,,A,SBPB7693 032,,,,,,,,,,,,,,,,P,,
01S5465813030,SB45312 032,B,PEEZZ613,C400620522,2022/03/14 15:06:27.000000,B,PEEZZ613,C400620522,2022/03/14 15:06:27.000000,,,,,,,,,,DAF,D,1,C,2X1,F,,,,,1,7582,7582,,01,P,D,,,EFSA00000000T5G,,,,,,,,,,,,A,SBPB7693 032,,,,,,,,,,,,,,,,P,,
01S5461188010,PA86486002,B,PLA12009,C400620522,2022/03/14 15:07:17.000000,B,PLA12009,C400620522,2022/03/14 15:07:17.000000,,,,,,,,,,PGE,P,2,P,1G1,E,,,,,,1418,1418,,01,P,P,,,EFPJD0000000YBS,,,,,,,,,,,,D,SF54498 051,,,,,,,,,,,,,,,,P,,
01S5472789170,PA86485801,B,PLA12009,C400620522,2022/03/14 14:57:44.000000,B,PLA12009,C400620522,2022/03/14 14:57:44.000000,,,,,,,,,,PGE,P,2,P,1G1,E,,,,,,2468,2468,,01,P,P,,,EFPJD0000000YBS,,,,,,,,,,,,D,SF54493 031,,,,,,,,,,,,,,,,P,,
01S5473002030,SB45312 022,B,PEEZZ613,C400620522,2022/03/14 14:58:13.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:19:06.325000,,,,,,,,,,DAH,D,2,C,2A1,H,,A,DAH,,2,16332,16332,,01,P,D,,,EFSE00000000U9X,,,,PEF2360,PLB1160,,,,,,,A,SBPB7693 022,,,,,,,,,,,,,,,,P,,
01S5482375010,SB45312 531,B,PEEZZ613,C400620522,2022/03/14 15:14:51.000000,B,PEEZZ613,C400620522,2022/03/14 15:14:51.000000,,,,,,,,,,DAF,D,1,C,2X1,F,,,,,3,19251,19251,,01,P,D,,,EFSA00000000T5G,,,,,,,,,,,,A,SBPB7693 531,,,,,,,,,,,,,,,,P,,
01S5473379290,PA86485902,B,PLA12009,C400620522,2022/03/14 15:02:40.000000,B,PLA12009,C400620522,2022/03/14 15:02:40.000000,,,,,,,,,,PGE,P,2,P,1G1,E,,,,,,2430,2430,,01,P,P,,,EFPJD0000000YBS,,,,,,,,,,,,D,SF54498 011,,,,,,,,,,,,,,,,P,,
01S5461821010,SB45312 522,B,PEEZZ613,C400620522,2022/03/14 15:04:48.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 15:12:35.440000,,,,,,,,,,DAH,D,2,C,2A1,H,,A,DBG,C2A1 ,1,6417,6417,,01,P,D,,,EFSE00000000U9X,,,,PEF2360,PLB1160,,,,,,,A,SBPB7693 522,,,,,,,,,,,,,,,,P,,
01S5463825010,SB45312 522,B,PEEZZ613,C400620522,2022/03/14 15:04:48.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 15:12:35.485000,,,,,,,,,,DAH,D,2,C,2A1,H,,A,DBG,C2A1 ,2,12834,12834,,01,P,D,,,EFSE00000000U9X,,,,PEF2360,PLB1160,,,,,,,A,SBPB7693 522,,,,,,,,,,,,,,,,P,,
01S5486751120,SB45312 043,B,PEEZZ613,C400620522,2022/03/14 15:16:18.000000,B,PEEZZ613,C400620522,2022/03/14 15:16:18.000000,,,,,,,,,,DAF,D,1,C,2X1,F,,,,,1,11198,11198,,01,P,D,,,EFSA00000000T5G,,,,,,,,,,,,A,SBPB7693 043,,,,,,,,,,,,,,,,P,,
01S5444227010,PA86485103,B,PLA12009,C400620522,2022/03/14 14:21:32.000000,B,PLA4009R,CallPlateOSProgram,2022/03/14 15:01:08.305000,,,,,,,,,,PPE,P,2,P,1P1,E,,,PLE,P1L1 ,,1657,1657,,01,P,P,,,EFPJD0000000YBU,,,,,,,,,,,,D,SF54498 042,,,,,,,,,,,,,,,,P,,
01S5440749010,PA86485101,B,PLA12009,C400620522,2022/03/14 14:21:32.000000,B,PLA4009R,CallPlateOSProgram,2022/03/14 14:58:57.778000,,,,,,,,,,PPE,P,2,P,1P1,E,,,PLE,P1L1 ,,1913,1913,,01,P,P,,,EFPJD0000000YBU,,,,,,,,,,,,D,SF54498 042,,,,,,,,,,,,,,,,P,,
01S5474074120,SB45310 031,B,PEEZZ613,C400620522,2022/03/14 14:29:58.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:00:19.027000,,,,,,,,,,DAH,D,2,C,2A1,H,,A,DAH,,1,9897,9897,,01,P,D,,,EFSE000000003B1,,,,PEF2360,PLB1160,,,,,,,A,SBPB7692 031,,,,,,,,,,,,,,,,P,,
01S5474074180,SB45310 031,B,PEEZZ613,C400620522,2022/03/14 14:29:58.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:00:19.079000,,,,,,,,,,DAH,D,2,C,2A1,H,,A,DAH,,1,10169,10169,,01,P,D,,,EFSE000000003B1,,,,PEF2360,PLB1160,,,,,,,A,SBPB7692 031,,,,,,,,,,,,,,,,P,,
01S5339408130,SA63310 5111,B,PP104005,C400620522,2022/03/14 14:36:26.000000,B,PEEZZ747,CallSlabOSProgram,2022/03/14 14:36:27.108000,,,,,,,,,,DAH,L,2,C,2A1,J,,,FA1,C2Z11,1,22330,22330,,01,P,L,,,EFSL00000000010,F,,,,,,,,,,,A,SAPB2621 5111,,,,,D,SA63310 511,,,,,,,,,,P,,
01S5361389010,PA86485604,B,PLA12009,C400620522,2022/03/14 14:47:31.000000,B,PLA14055,CallPlateOSProgram,2022/03/14 15:19:30.674000,,,,,,,,,,PHE,P,2,P,1J1,E,,,PGE,P1G1 ,,1378,1378,,01,P,P,,,EFPJD0000000YBS,,,,,,,,,,,,D,SF54493 081,,,,,,,,,,,,,,,,P,,
01S5466130030,PA86485603,B,PLA12009,C400620522,2022/03/14 14:47:31.000000,B,PLA14055,CallPlateOSProgram,2022/03/14 15:19:30.889000,,,,,,,,,,PHE,P,2,P,1J1,E,,,PGE,P1G1 ,,682,682,,01,P,P,,,EFPJD0000000YBS,,,,,,,,,,,,D,SF54493 081,,,,,,,,,,,,,,,,P,,
01S5361424010,PA86485203,B,PLA12009,C400620522,2022/03/14 14:27:15.000000,B,PLA4009R,CallPlateOSProgram,2022/03/14 15:16:30.372000,,,,,,,,,,PPE,P,2,P,1P1,E,,,PLE,P1L1 ,,1224,1224,,01,P,P,,,EFPJD0000000YBU,,,,,,,,,,,,D,SF54498 041,,,,,,,,,,,,,,,,P,,
01S5440754010,PA86485201,B,PLA12009,C400620522,2022/03/14 14:27:15.000000,B,PLA4009R,CallPlateOSProgram,2022/03/14 15:16:54.400000,,,,,,,,,,PPE,P,2,P,1P1,E,,,PLE,P1L1 ,,3014,3014,,01,P,P,,,EFPJD0000000YBU,,,,,,,,,,,,D,SF54498 041,,,,,,,,,,,,,,,,P,,
01S5462013010,PC02460702,B,PLC12009,C400620522,2022/03/14 14:27:21.000000,B,PLC12009,C400620522,2022/03/14 14:27:21.000000,,,,,,,,,,PGE,P,2,P,3G1,E,,,,,,4263,4263,,01,P,P,,,EFPJD00000012NN,,,,,,,,,,,,D,SB44773 051,,,,,,,,,,,,,,,,P,,
01S5486751010,SB45312 012,B,PEEZZ613,C400620522,2022/03/14 14:49:28.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:17:45.602000,,,,,,,,,,DAH,D,2,C,2A1,H,,A,DAH,,3,17916,17916,,01,P,D,,,EFSE00000000U9X,,,,PEF2360,PLB1160,,,,,,,A,SBPB7693 012,,,,,,,,,,,,,,,,P,,
01S5452758010,PC02461101,B,PLC12009,C400620522,2022/03/14 14:50:09.000000,B,PLC12009,C400620522,2022/03/14 14:50:09.000000,,,,,,,,,,PGE,P,2,P,3G1,E,,,,,,4263,4263,,01,P,P,,,EFPJD00000012NN,,,,,,,,,,,,D,SB44762 052,,,,,,,,,,,,,,,,P,,
01S5460022060,SB45310 551,B,PEEZZ613,C400620522,2022/03/14 14:44:19.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:17:55.918000,,,,,,,,,,DAH,D,2,C,2A1,H,,A,DAH,,1,9536,9536,,01,P,D,,,EFSE000000003B1,,,,PEF2360,PLB1160,,,,,,,A,SBPB7692 551,,,,,,,,,,,,,,,,P,,
01S5474090030,SB45310 551,B,PEEZZ613,C400620522,2022/03/14 14:44:19.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:17:55.960000,,,,,,,,,,DAH,D,2,C,2A1,H,,A,DAH,,1,6639,6639,,01,P,D,,,EFSE000000003B1,,,,PEF2360,PLB1160,,,,,,,A,SBPB7692 551,,,,,,,,,,,,,,,,P,,
01S5451096060,SB45310 552,B,PEEZZ613,C400620522,2022/03/14 14:44:20.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:19:05.245000,,,,,,,,,,DAH,D,2,C,2A1,H,,A,DAH,,1,14500,14500,,01,P,D,,,EFSE000000003B1,,,,PEF2360,PLB1160,,,,,,,A,SBPB7692 552,,,,,,,,,,,,,,,,P,,
01S5459552040,PA86486202,B,PLA12009,C400620522,2022/03/14 15:16:23.000000,B,PLA12009,C400620522,2022/03/14 15:16:23.000000,,,,,,,,,,PGE,P,2,P,1G1,E,,,,,,1958,1958,,01,P,P,,,EFPJD0000000W8Q,,,,,,,,,,,,D,SF54455 541,,,,,,,,,,,,,,,,P,,
01S5459552040,PA86486201,B,PLA12009,C400620522,2022/03/14 15:16:23.000000,B,PLA12009,C400620522,2022/03/14 15:16:23.000000,,,,,,,,,,PGE,P,2,P,1G1,E,,,,,,1958,1958,,01,P,P,,,EFPJD0000000W8Q,,,,,,,,,,,,D,SF54455 541,,,,,,,,,,,,,,,,P,,
01S5473002080,SB45312 042,B,PEEZZ613,C400620522,2022/03/14 15:16:18.000000,B,PEEZZ613,C400620522,2022/03/14 15:16:18.000000,,,,,,,,,,DAF,D,1,C,2X1,F,,,,,1,11665,11665,,01,P,D,,,EFSA00000000T5G,,,,,,,,,,,,A,SBPB7693 042,,,,,,,,,,,,,,,,P,,
01S5450795080,PA86485102,B,PLA12009,C400620522,2022/03/14 14:21:31.000000,B,PLA4009R,CallPlateOSProgram,2022/03/14 15:00:54.981000,,,,,,,,,,PPE,P,2,P,1P1,E,,,PLE,P1L1 ,,2379,2379,,01,P,P,,,EFPJD0000000YBU,,,,,,,,,,,,D,SF54498 042,,,,,,,,,,,,,,,,P,,
01S5339408030,SA63175 0111,B,PP104005,C400620522,2022/03/14 14:39:38.000000,B,PEEZZ747,CallSlabOSProgram,2022/03/14 14:39:38.559000,,,,,,,,,,DAH,L,2,C,2A1,J,,,FA1,C2Z11,1,29410,29410,,01,P,L,,,EFSL00000000010,F,,,,,,,,,,,A,SAPB2620 0111,,,,,D,SA63175 011,,,,,,,,,,P,,
01S5489427010,VBQ8860151,B,PGZ31007,C400620522,2022/03/14 14:48:41.000000,B,PGZ31007,C400620522,2022/03/14 14:48:41.000000,,,,,,,,,,WBE,W,2,W,4W1,E,,,,,,2011,2011,,01,P,W,,,EFSG00000000Q3H,,,,,,,,,,,,V,VBQ886015,,,,,,,,,,,,,,,,W,,
01S5489427010,VBQ8860311,B,PGZ31007,C400620522,2022/03/14 15:04:37.000000,B,PGZ31007,C400620522,2022/03/14 15:04:37.000000,,,,,,,,,,WBE,W,2,W,4W1,E,,,,,,2011,2011,,01,P,W,,,EFSG00000000Q3H,,,,,,,,,,,,V,VBQ886031,,,,,,,,,,,,,,,,W,,
01S5489427010,VBQ8860331,B,PGZ31007,C400620522,2022/03/14 15:06:37.000000,B,PGZ31007,C400620522,2022/03/14 15:06:37.000000,,,,,,,,,,WBE,W,2,W,4W1,E,,,,,,2011,2011,,01,P,W,,,EFSG00000000Q3H,,,,,,,,,,,,V,VBQ886033,,,,,,,,,,,,,,,,W,,
01S5502098010,VBQ6140471,B,PGZ31007,C400620522,2022/03/14 15:08:55.000000,B,PGZ31007,C400620522,2022/03/14 15:08:55.000000,,,,,,,,,,WBE,W,2,W,3W1,E,,,,,,2011,2011,,01,P,W,CF,2022/03/08 15:02:50,EFSG00000000Q4Q,,,,,,,,,,,,V,VBQ614047,,,,,,,,,,,,,,,,W,,
01S5488696010,VBQ9030221,B,PGZ31007,C400620522,2022/03/14 14:22:05.000000,B,PGB31005,C400628508,2022/03/14 14:54:33.226000,,,,,,,,,,WYY,W,2,W,1Y1,Y,,,WBE,W1W1 ,,1970,1970,,01,P,W,,,EFWA00000000QEX,,,,,,,,,,,,V,VBQ903022,,,,,,,,,,,,,,,,W,,
01S5487000010,VBQ9010251,B,PGZ31007,C400620522,2022/03/14 14:29:01.000000,B,PGD31005,C400628508,2022/03/14 15:18:20.938000,,,,,,,,,,WYY,W,2,W,3Y1,Y,,,WBE,W3W1 ,,1993,1993,,01,P,W,CY,2022/03/13 23:53:33,EFWA00000000QM8,,,,,,,,,,,,V,VBQ901025,,,,,,,,,,,,,,,,W,,
01S5489427010,VBQ8860061,B,PGZ31007,C400620522,2022/03/14 14:39:42.000000,B,PGZ31007,C400620522,2022/03/14 14:39:42.000000,,,,,,,,,,WBE,W,2,W,4W1,E,,,,,,2011,2011,,01,P,W,,,EFSG00000000Q3H,,,,,,,,,,,,V,VBQ886006,,,,,,,,,,,,,,,,W,,
01S5487000010,VBQ9010301,B,PGZ31007,C400620522,2022/03/14 14:43:49.000000,B,PGZ31007,C400620522,2022/03/14 14:43:49.000000,,,,,,,,,,WBE,W,2,W,3W1,E,,,,,,2011,2011,,01,P,W,CY,2022/03/13 23:53:33,EFSG00000000Q4Y,,,,,,,,,,,,V,VBQ901030,,,,,,,,,,,,,,,,W,,
01S5488696010,VBQ9030351,B,PGZ31007,C400620522,2022/03/14 14:44:53.000000,B,PGZ31007,C400620522,2022/03/14 14:44:53.000000,,,,,,,,,,WBE,W,2,W,1W1,E,,,,,,2011,2011,,01,P,W,,,EFSG0000000001D,,,,,,,,,,,,V,VBQ903035,,,,,,,,,,,,,,,,W,,
01S5488696010,VBQ9030311,B,PGZ31007,C400620522,2022/03/14 14:37:49.000000,B,PGZ31007,C400620522,2022/03/14 14:37:49.000000,,,,,,,,,,WBE,W,2,W,1W1,E,,,,,,2011,2011,,01,P,W,,,EFSG0000000001D,,,,,,,,,,,,V,VBQ903031,,,,,,,,,,,,,,,,W,,
01S5489427010,VBQ8860121,B,PGZ31007,C400620522,2022/03/14 14:45:41.000000,B,PGZ31007,C400620522,2022/03/14 14:45:41.000000,,,,,,,,,,WBE,W,2,W,4W1,E,,,,,,2011,2011,,01,P,W,,,EFSG00000000Q3H,,,,,,,,,,,,V,VBQ886012,,,,,,,,,,,,,,,,W,,
01S5487000010,VBQ9010371,B,PGZ31007,C400620522,2022/03/14 14:50:24.000000,B,PGZ31007,C400620522,2022/03/14 14:50:24.000000,,,,,,,,,,WBE,W,2,W,3W1,E,,,,,,2011,2011,,01,P,W,CY,2022/03/13 23:53:33,EFSG00000000Q4Y,,,,,,,,,,,,V,VBQ901037,,,,,,,,,,,,,,,,W,,
01S5489427010,VBQ8860171,B,PGZ31007,C400620522,2022/03/14 14:50:40.000000,B,PGZ31007,C400620522,2022/03/14 14:50:40.000000,,,,,,,,,,WBE,W,2,W,4W1,E,,,,,,2011,2011,,01,P,W,,,EFSG00000000Q3H,,,,,,,,,,,,V,VBQ886017,,,,,,,,,,,,,,,,W,,
01S5487248010,VDT7540081,B,PGZ31007,C400620522,2022/03/14 15:19:14.000000,B,PGZ31007,C400620522,2022/03/14 15:19:14.000000,,,,,,,,,,WBE,W,2,W,3W1,E,,,,,,1961,1961,,01,P,W,AY,2022/03/06 01:40:05,EFVB00000000QJW,,,,,,,,,,,,V,VDT754008,,,,,,,,,,,,,,,,W,,
01S5502965010,VDV3680411,B,PGZ31007,C400620522,2022/03/14 14:22:38.000000,B,PGZ31007,C400620522,2022/03/14 14:22:38.000000,,,,,,,,,,WBE,W,2,W,4W1,E,,,,,,2020,2020,,01,P,W,CT,2022/03/11 14:08:20,EFVB00000000QSP,,,,,,,,,,,,V,VDV368041,,,,,,,,,,,,,,,,W,,
01S5488696010,VBQ9030261,B,PGZ31007,C400620522,2022/03/14 14:29:04.000000,B,PGZ31007,C400620522,2022/03/14 14:29:04.000000,,,,,,,,,,WBE,W,2,W,1W1,E,,,,,,2011,2011,,01,P,W,,,EFSG0000000001D,,,,,,,,,,,,V,VBQ903026,,,,,,,,,,,,,,,,W,,
01S5489427010,VBQ8870521,B,PGZ31007,C400620522,2022/03/14 14:33:45.000000,B,PGZ31007,C400620522,2022/03/14 14:33:45.000000,,,,,,,,,,WBE,W,2,W,4W1,E,,,,,,2011,2011,,01,P,W,BY,2022/03/13 00:09:22,EFSG00000000Q3H,,,,,,,,,,,,V,VBQ887052,,,,,,,,,,,,,,,,W,,
01S5489427010,VBQ8860201,B,PGZ31007,C400620522,2022/03/14 14:53:40.000000,B,PGZ31007,C400620522,2022/03/14 14:53:40.000000,,,,,,,,,,WBE,W,2,W,4W1,E,,,,,,2011,2011,,01,P,W,,,EFSG00000000Q3H,,,,,,,,,,,,V,VBQ886020,,,,,,,,,,,,,,,,W,,
01S5487000010,VBQ9010411,B,PGZ31007,C400620522,2022/03/14 14:53:43.000000,B,PGZ31007,C400620522,2022/03/14 14:53:43.000000,,,,,,,,,,WBE,W,2,W,3W1,E,,,,,,2011,2011,,01,P,W,CY,2022/03/13 23:53:33,EFSG00000000Q4Y,,,,,,,,,,,,V,VBQ901041,,,,,,,,,,,,,,,,W,,
01S5487000010,VBQ9010441,B,PGZ31007,C400620522,2022/03/14 14:55:29.000000,B,PGZ31007,C400620522,2022/03/14 14:55:29.000000,,,,,,,,,,WBE,W,2,W,3W1,E,,,,,,2011,2011,,01,P,W,CY,2022/03/13 23:53:33,EFSG00000000Q4Y,,,,,,,,,,,,V,VBQ901044,,,,,,,,,,,,,,,,W,,
01S5489427010,VBQ8860231,B,PGZ31007,C400620522,2022/03/14 14:56:40.000000,B,PGZ31007,C400620522,2022/03/14 14:56:40.000000,,,,,,,,,,WBE,W,2,W,4W1,E,,,,,,2011,2011,,01,P,W,,,EFSG00000000Q3H,,,,,,,,,,,,V,VBQ886023,,,,,,,,,,,,,,,,W,,
01S5488696010,VBQ9030431,B,PGZ31007,C400620522,2022/03/14 14:58:58.000000,B,PGZ31007,C400620522,2022/03/14 14:58:58.000000,,,,,,,,,,WBE,W,2,W,1W1,E,,,,,,2011,2011,,01,P,W,,,EFSG0000000001D,,,,,,,,,,,,V,VBQ903043,,,,,,,,,,,,,,,,W,,
01S5502098010,VBQ6140461,B,PGZ31007,C400620522,2022/03/14 15:07:12.000000,B,PGZ31007,C400620522,2022/03/14 15:07:12.000000,,,,,,,,,,WBE,W,2,W,3W1,E,,,,,,2011,2011,,01,P,W,CF,2022/03/08 15:02:50,EFSG00000000Q4Q,,,,,,,,,,,,V,VBQ614046,,,,,,,,,,,,,,,,W,,
01S5487000010,VBQ9010151,B,PGZ31007,C400620522,2022/03/14 14:20:28.000000,B,PGD31005,C400628508,2022/03/14 15:00:21.362000,,,,,,,,,,WYY,W,2,W,3Y1,Y,,,WBE,W3W1 ,,1986,1986,,01,P,W,CY,2022/03/13 23:53:33,EFWA00000000QM8,,,,,,,,,,,,V,VBQ901015,,,,,,,,,,,,,,,,W,,
01S5488696010,VBQ9030291,B,PGZ31007,C400620522,2022/03/14 14:34:16.000000,B,PGZ31007,C400620522,2022/03/14 14:34:16.000000,,,,,,,,,,WBE,W,2,W,1W1,E,,,,,,2011,2011,,01,P,W,,,EFSG0000000001D,,,,,,,,,,,,V,VBQ903029,,,,,,,,,,,,,,,,W,,
01S5487000010,VBQ9010271,B,PGZ31007,C400620522,2022/03/14 14:42:07.000000,B,PGD31005,C400628508,2022/03/14 15:19:33.589000,,,,,,,,,,WYY,W,2,W,3Y1,Y,,,WBE,W3W1 ,,1987,1987,,01,P,W,CY,2022/03/13 23:53:33,EFWA00000000QM8,,,,,,,,,,,,V,VBQ901027,,,,,,,,,,,,,,,,W,,
01S5489427010,VBQ8860111,B,PGZ31007,C400620522,2022/03/14 14:44:41.000000,B,PGZ31007,C400620522,2022/03/14 14:44:41.000000,,,,,,,,,,WBE,W,2,W,4W1,E,,,,,,2011,2011,,01,P,W,,,EFSG00000000Q3H,,,,,,,,,,,,V,VBQ886011,,,,,,,,,,,,,,,,W,,
01S5489427010,VBQ8860131,B,PGZ31007,C400620522,2022/03/14 14:46:41.000000,B,PGZ31007,C400620522,2022/03/14 14:46:41.000000,,,,,,,,,,WBE,W,2,W,4W1,E,,,,,,2011,2011,,01,P,W,,,EFSG00000000Q3H,,,,,,,,,,,,V,VBQ886013,,,,,,,,,,,,,,,,W,,
01S5488696010,VBQ9030381,B,PGZ31007,C400620522,2022/03/14 14:50:08.000000,B,PGZ31007,C400620522,2022/03/14 14:50:08.000000,,,,,,,,,,WBE,W,2,W,1W1,E,,,,,,2011,2011,,01,P,W,,,EFSG0000000001D,,,,,,,,,,,,V,VBQ903038,,,,,,,,,,,,,,,,W,,
01S5488696010,VBQ9030401,B,PGZ31007,C400620522,2022/03/14 14:53:37.000000,B,PGZ31007,C400620522,2022/03/14 14:53:37.000000,,,,,,,,,,WBE,W,2,W,1W1,E,,,,,,2011,2011,,01,P,W,,,EFSG0000000001D,,,,,,,,,,,,V,VBQ903040,,,,,,,,,,,,,,,,W,,
01S5489427010,VBQ8860221,B,PGZ31007,C400620522,2022/03/14 14:55:40.000000,B,PGZ31007,C400620522,2022/03/14 14:55:40.000000,,,,,,,,,,WBE,W,2,W,4W1,E,,,,,,2011,2011,,01,P,W,,,EFSG00000000Q3H,,,,,,,,,,,,V,VBQ886022,,,,,,,,,,,,,,,,W,,
01S5489427010,VBQ8860281,B,PGZ31007,C400620522,2022/03/14 15:01:37.000000,B,PGZ31007,C400620522,2022/03/14 15:01:37.000000,,,,,,,,,,WBE,W,2,W,4W1,E,,,,,,2011,2011,,01,P,W,,,EFSG00000000Q3H,,,,,,,,,,,,V,VBQ886028,,,,,,,,,,,,,,,,W,,
01S5489427010,VBQ8860361,B,PGZ31007,C400620522,2022/03/14 15:09:36.000000,B,PGZ31007,C400620522,2022/03/14 15:09:36.000000,,,,,,,,,,WBE,W,2,W,4W1,E,,,,,,2011,2011,,01,P,W,,,EFSG00000000Q3H,,,,,,,,,,,,V,VBQ886036,,,,,,,,,,,,,,,,W,,
01S5488696010,VBQ9030501,B,PGZ31007,C400620522,2022/03/14 15:13:11.000000,B,PGZ31007,C400620522,2022/03/14 15:13:11.000000,,,,,,,,,,WBE,W,2,W,1W1,E,,,,,,2011,2011,,01,P,W,,,EFSG0000000001D,,,,,,,,,,,,V,VBQ903050,,,,,,,,,,,,,,,,W,,
